최고기온,최저기온,일교차,강수량,평균습도,평균풍속,일조합,일사합,일조율,평균기온,월,ds
10.2,2.4,7.8,0.0,59.8,3.3,4.9,10.828999999999999,43.0,6.2,3.0,1964-03-03
9.8,1.9,7.9,3.71,65.5,2.9,7.9,14.346,69.3,5.3,3.0,1964-03-04
10.0,2.5,7.5,1.32,67.0,2.7,8.5,14.968,73.9,4.9,3.0,1964-03-05
9.6,-0.6,10.2,1.1400000000000001,66.3,1.7,2.0,6.209,17.4,4.4,3.0,1964-03-06
9.4,1.0,8.4,0.5700000000000001,57.0,3.3,10.5,16.272,90.5,4.5,3.0,1964-03-07
10.0,-0.2,10.2,0.74,57.0,2.0,10.4,16.177,89.7,4.1,3.0,1964-03-08
9.8,-1.0,10.8,3.7300000000000004,64.3,2.5,8.3,13.094,71.6,3.6,3.0,1964-03-09
9.6,0.6,9.0,0.0,77.8,2.2,4.3,8.311,36.8,4.6,3.0,1964-03-10
9.4,0.4,9.0,0.42000000000000004,59.8,2.8,10.5,16.427,89.7,4.5,3.0,1964-03-11
12.4,1.0,11.4,1.24,56.0,1.8,5.0,12.350999999999999,42.4,6.1,3.0,1964-03-12
7.3,1.5,5.8,0.0,63.5,3.2,1.3,6.018,11.0,5.1,3.0,1964-03-13
6.4,-1.8,8.2,0.9899999999999999,55.5,3.9,9.8,15.444000000000003,83.1,1.5,3.0,1964-03-14
0.0,-3.4,3.4,17.9,77.5,3.6,0.6,3.9190000000000005,5.0,-1.5,3.0,1964-03-15
2.8,-2.4,5.2,0.0,68.8,3.7,5.9,7.252,49.6,0.0,3.0,1964-03-16
5.4,-2.2,7.6,0.43000000000000005,57.0,2.9,10.4,14.831,86.7,1.3,3.0,1964-03-17
8.8,-2.7,11.5,0.78,56.3,1.6,10.7,16.080000000000002,89.2,3.1,3.0,1964-03-18
5.2,0.0,5.2,13.0,78.8,2.3,0.0,3.585,0.0,1.4,3.0,1964-03-19
5.2,0.2,5.0,0.7,73.0,3.9,4.1,7.104000000000001,33.9,2.4,3.0,1964-03-20
6.2,-1.4,7.6,0.11000000000000001,45.3,3.7,9.7,15.059000000000001,80.2,2.1,3.0,1964-03-21
7.3,-1.6,8.9,0.71,53.3,3.1,9.2,13.218,75.4,2.7,3.0,1964-03-22
8.4,-1.6,10.0,1.04,53.5,2.3,10.1,15.123,82.8,3.1,3.0,1964-03-23
5.5,-0.8,6.3,2.9699999999999998,70.0,2.1,0.0,2.502,0.0,2.1,3.0,1964-03-24
6.4,-1.0,7.4,0.65,67.5,3.2,10.5,14.219999999999999,85.4,2.2,3.0,1964-03-25
8.4,-1.4,9.8,0.0,64.3,5.6,2.6,6.503,21.1,2.8,3.0,1964-03-26
6.8,-1.3,8.1,0.48999999999999994,50.3,3.3,9.2,14.826999999999998,74.2,2.4,3.0,1964-03-27
7.8,0.4,7.4,2.0,72.0,2.2,2.1,6.611999999999999,16.9,4.2,3.0,1964-03-28
13.8,2.1,11.7,2.2399999999999998,76.0,2.0,6.6,11.627999999999998,52.8,6.6,3.0,1964-03-29
17.7,3.4,14.3,2.9,72.3,3.5,6.3,13.336000000000002,50.4,9.7,3.0,1964-03-30
17.0,9.0,8.0,0.8,91.3,1.9,0.8,5.965000000000001,6.4,12.6,3.0,1964-03-31
17.3,8.4,8.9,6.7,79.8,3.7,6.5,15.730999999999998,51.6,12.6,4.0,1964-04-01
19.3,7.2,12.1,3.4899999999999998,60.5,3.2,4.9,13.922,38.9,13.7,4.0,1964-04-02
18.0,13.8,4.2,2.4,78.8,1.5,0.0,5.279,0.0,15.3,4.0,1964-04-03
22.7,12.6,10.1,3.3299999999999996,78.8,2.1,8.9,19.084,70.1,16.4,4.0,1964-04-04
18.2,12.4,5.8,46.0,87.3,3.0,0.0,3.629,0.0,15.5,4.0,1964-04-05
12.4,2.8,9.6,49.5,92.0,6.7,0.0,3.3310000000000004,0.0,6.4,4.0,1964-04-06
8.1,2.4,5.7,0.64,60.0,6.3,3.4,8.825999999999999,26.6,4.5,4.0,1964-04-07
9.8,0.7,9.1,0.38,60.5,3.2,5.4,10.657,42.2,5.6,4.0,1964-04-08
17.2,6.9,10.3,1.7,64.8,1.9,7.5,16.159999999999997,58.1,11.3,4.0,1964-04-09
16.8,9.6,7.2,1.1,75.5,2.0,2.5,10.28,19.4,12.3,4.0,1964-04-10
18.9,7.7,11.2,2.03,72.8,1.7,9.2,19.725,70.8,12.8,4.0,1964-04-11
20.5,8.8,11.7,2.4099999999999997,68.3,2.1,10.7,22.125000000000004,82.3,14.7,4.0,1964-04-12
21.4,9.6,11.8,1.31,61.5,2.1,10.9,22.486,83.8,15.3,4.0,1964-04-13
19.6,9.0,10.6,5.2,68.5,1.9,3.1,12.774,23.7,14.7,4.0,1964-04-14
16.8,12.4,4.4,37.3,95.3,2.3,0.0,1.9599999999999997,0.0,15.7,4.0,1964-04-15
15.7,10.4,5.3,16.3,94.3,4.3,0.0,2.738,0.0,12.2,4.0,1964-04-16
20.8,15.7,5.1,6.0,91.5,4.8,0.0,4.046,0.0,17.8,4.0,1964-04-17
17.1,14.6,2.5,14.4,97.8,1.6,0.0,3.306,0.0,16.2,4.0,1964-04-18
17.0,15.7,1.3,84.7,97.8,1.7,0.0,2.09,0.0,16.6,4.0,1964-04-19
22.7,14.2,8.5,3.6,90.3,1.9,2.1,8.738999999999999,15.8,18.1,4.0,1964-04-20
20.6,13.6,7.0,14.6,83.8,3.3,0.0,4.319000000000001,0.0,17.9,4.0,1964-04-21
18.6,12.8,5.8,33.3,94.8,2.4,1.2,3.7600000000000002,9.0,15.4,4.0,1964-04-22
22.8,13.7,9.1,1.7,80.8,2.1,8.5,17.705000000000005,63.4,16.9,4.0,1964-04-23
25.4,11.8,13.6,2.5100000000000002,52.8,2.7,10.9,22.478,80.7,18.6,4.0,1964-04-24
14.8,8.7,6.1,17.3,73.8,4.2,0.0,4.335,0.0,11.0,4.0,1964-04-25
16.7,8.0,8.7,2.19,65.8,2.7,10.4,21.29,77.0,11.7,4.0,1964-04-26
19.9,7.2,12.7,0.49000000000000005,54.0,1.8,11.1,20.462,81.6,14.3,4.0,1964-04-27
23.8,8.9,14.9,1.25,40.0,2.2,10.5,19.602,77.2,16.5,4.0,1964-04-28
23.3,9.4,13.9,0.24,31.8,2.5,9.7,20.191,71.3,16.9,4.0,1964-04-29
23.0,13.3,9.7,0.4,36.5,3.1,3.2,13.763,23.4,17.3,4.0,1964-04-30
13.6,8.7,4.9,33.2,88.8,4.2,0.0,1.972,0.0,10.7,5.0,1964-05-01
12.9,8.7,4.2,3.2,87.8,2.7,0.0,3.6389999999999993,0.0,10.4,5.0,1964-05-02
18.5,10.0,8.5,5.930000000000001,79.5,1.6,3.5,12.123000000000001,25.4,13.9,5.0,1964-05-03
21.9,12.3,9.6,1.9200000000000004,70.3,2.7,11.2,22.438,81.2,16.5,5.0,1964-05-04
23.0,13.4,9.6,3.07,76.0,2.1,8.6,16.984,62.3,16.9,5.0,1964-05-05
25.0,12.4,12.6,0.7100000000000001,65.0,2.2,11.1,22.009999999999998,79.9,18.8,5.0,1964-05-06
26.0,13.3,12.7,2.14,54.8,1.9,11.8,22.633999999999997,84.9,19.7,5.0,1964-05-07
27.8,12.8,15.0,1.4899999999999998,53.3,1.7,10.2,23.562,72.9,20.8,5.0,1964-05-08
27.5,13.8,13.7,1.75,59.0,1.7,5.7,18.615999999999996,40.7,19.8,5.0,1964-05-09
21.0,13.1,7.9,5.0,75.8,2.0,3.1,11.419,22.1,15.7,5.0,1964-05-10
21.3,10.8,10.5,0.47000000000000003,54.5,3.1,10.3,19.866999999999997,73.6,15.2,5.0,1964-05-11
22.8,9.2,13.6,1.44,51.8,2.3,11.6,21.42,82.3,16.1,5.0,1964-05-12
23.7,10.0,13.7,1.32,57.5,2.3,11.4,20.721,80.9,16.9,5.0,1964-05-13
25.9,12.0,13.9,2.4,55.0,2.1,11.1,22.826,78.7,18.5,5.0,1964-05-14
28.5,13.7,14.8,2.09,49.3,2.1,11.6,23.471999999999998,82.3,21.1,5.0,1964-05-15
29.2,13.6,15.6,1.46,42.5,1.5,10.8,21.7,76.1,22.6,5.0,1964-05-16
23.3,16.5,6.8,0.5,55.3,1.5,0.0,7.514,0.0,19.2,5.0,1964-05-17
23.3,16.1,7.2,0.0,57.0,3.9,2.7,13.049000000000001,19.0,19.6,5.0,1964-05-18
27.9,17.1,10.8,0.27,48.5,3.1,7.7,20.852,53.8,22.0,5.0,1964-05-19
28.1,19.4,8.7,0.0,44.5,2.3,2.5,13.188999999999998,17.5,22.7,5.0,1964-05-20
27.0,19.2,7.8,7.1,60.5,1.7,0.6,9.3,4.2,21.9,5.0,1964-05-21
21.4,16.7,4.7,34.3,90.3,1.9,0.0,3.379,0.0,18.7,5.0,1964-05-22
21.6,15.8,5.8,0.0,90.8,2.0,1.0,7.517000000000001,6.9,17.6,5.0,1964-05-23
25.0,15.2,9.8,2.0500000000000003,68.3,2.4,7.5,20.851,52.1,19.0,5.0,1964-05-24
25.3,13.4,11.9,1.72,55.8,2.3,11.3,21.245,78.5,19.8,5.0,1964-05-25
27.4,14.1,13.3,0.82,55.0,1.7,10.7,22.022,74.3,21.4,5.0,1964-05-26
25.0,15.5,9.5,2.0300000000000002,66.8,2.0,3.5,14.901999999999997,24.3,19.6,5.0,1964-05-27
24.9,14.0,10.9,0.2,64.0,2.4,10.8,21.480999999999998,74.5,19.2,5.0,1964-05-28
25.4,14.3,11.1,1.54,69.0,2.2,11.4,22.325,78.6,19.5,5.0,1964-05-29
26.6,14.9,11.7,1.38,68.3,2.2,10.8,22.375999999999998,74.5,20.3,5.0,1964-05-30
28.9,16.0,12.9,0.48,60.0,1.9,11.3,22.622,77.9,22.1,5.0,1964-05-31
24.8,16.8,8.0,1.0,61.5,1.5,0.0,8.155,0.0,20.0,6.0,1964-06-01
19.9,15.7,4.2,34.7,85.8,2.5,0.0,3.537,0.0,16.7,6.0,1964-06-02
17.8,14.0,3.8,3.3,85.0,2.6,0.0,4.430000000000001,0.0,15.8,6.0,1964-06-03
24.2,13.8,10.4,1.22,67.0,2.5,9.0,19.631999999999998,61.6,18.8,6.0,1964-06-04
24.4,14.4,10.0,0.3,60.5,2.9,7.2,15.863000000000003,49.3,19.3,6.0,1964-06-05
26.4,15.9,10.5,0.5800000000000001,73.3,1.9,9.4,20.886999999999997,64.4,20.0,6.0,1964-06-06
26.2,18.3,7.9,4.96,75.8,2.3,4.7,14.338000000000003,32.2,21.2,6.0,1964-06-07
22.9,17.9,5.0,0.7,77.3,2.6,0.7,8.741,4.8,20.7,6.0,1964-06-08
27.7,17.5,10.2,2.11,68.8,1.8,8.8,20.064,59.9,21.8,6.0,1964-06-09
22.4,17.7,4.7,0.2,80.8,1.9,0.4,7.085000000000001,2.7,19.3,6.0,1964-06-10
27.2,17.7,9.5,12.0,69.0,1.9,7.1,18.833000000000002,48.3,21.1,6.0,1964-06-11
27.8,16.7,11.1,0.37,62.8,1.5,11.7,23.573999999999998,79.6,22.2,6.0,1964-06-12
26.3,16.7,9.6,1.34,56.5,2.0,10.5,21.655,71.4,21.2,6.0,1964-06-13
20.8,15.0,5.8,34.4,80.0,2.2,1.7,9.718,11.6,18.4,6.0,1964-06-14
22.6,15.8,6.8,0.9,81.8,1.8,4.1,13.438999999999998,27.9,18.2,6.0,1964-06-15
24.6,16.2,8.4,6.22,76.0,1.8,8.0,16.564999999999998,54.4,20.1,6.0,1964-06-16
28.8,16.9,11.9,2.45,71.8,1.7,9.2,19.310000000000002,62.6,22.6,6.0,1964-06-17
29.4,18.5,10.9,0.55,64.0,1.9,9.7,20.588,66.0,24.0,6.0,1964-06-18
24.2,19.8,4.4,1.6,77.0,1.5,0.0,6.061,0.0,21.4,6.0,1964-06-19
23.3,18.0,5.3,0.1,77.5,2.6,0.0,7.266999999999999,0.0,20.2,6.0,1964-06-20
26.2,18.4,7.8,4.75,75.0,2.4,9.5,18.549,64.6,21.5,6.0,1964-06-21
26.6,18.4,8.2,0.9400000000000001,67.8,2.4,10.1,22.461000000000002,68.7,21.9,6.0,1964-06-22
29.1,17.3,11.8,4.680000000000001,69.3,2.0,11.4,21.656,77.6,22.4,6.0,1964-06-23
30.0,17.8,12.2,1.8699999999999999,57.8,2.2,9.4,19.916999999999998,63.9,23.7,6.0,1964-06-24
29.5,18.2,11.3,3.0200000000000005,69.0,2.2,11.7,20.640000000000004,79.6,23.5,6.0,1964-06-25
31.2,18.8,12.4,7.340000000000001,69.0,1.8,7.8,20.04,53.1,24.5,6.0,1964-06-26
32.4,21.2,11.2,2.27,61.3,1.9,10.2,19.484,69.4,25.9,6.0,1964-06-27
33.4,21.0,12.4,16.5,60.8,2.0,7.3,18.968,49.7,26.4,6.0,1964-06-28
32.8,21.2,11.6,4.89,68.0,1.7,9.8,22.532,66.7,26.9,6.0,1964-06-29
33.0,22.0,11.0,6.8,63.3,1.8,7.0,17.615,47.6,26.9,6.0,1964-06-30
24.4,22.7,1.7,86.5,94.8,3.8,0.0,1.9000000000000004,0.0,23.4,7.0,1964-07-01
24.0,22.6,1.4,46.7,97.8,3.9,0.0,2.749,0.0,23.2,7.0,1964-07-02
25.6,22.2,3.4,16.5,96.8,2.7,0.0,3.5840000000000005,0.0,23.0,7.0,1964-07-03
29.8,22.9,6.9,0.0,87.0,2.1,0.0,8.543,0.0,25.4,7.0,1964-07-04
26.2,21.7,4.5,27.8,89.0,2.8,0.0,3.353,0.0,23.6,7.0,1964-07-05
26.2,23.2,3.0,0.0,90.0,2.4,0.0,4.49,0.0,24.4,7.0,1964-07-06
26.1,23.4,2.7,15.5,90.3,1.8,0.0,2.82,0.0,24.4,7.0,1964-07-07
25.5,22.8,2.7,18.5,95.3,3.0,0.0,2.9939999999999998,0.0,23.9,7.0,1964-07-08
24.6,20.6,4.0,0.1,90.0,1.4,0.0,4.7379999999999995,0.0,22.0,7.0,1964-07-09
28.8,20.8,8.0,0.0,88.3,1.7,4.6,11.854000000000001,31.5,23.8,7.0,1964-07-10
30.1,22.0,8.1,14.0,80.8,1.0,0.0,7.855000000000001,0.0,25.4,7.0,1964-07-11
30.4,21.7,8.7,56.9,84.5,2.0,6.9,15.605,47.6,24.7,7.0,1964-07-12
27.3,22.1,5.2,3.6,83.3,1.5,0.0,6.0920000000000005,0.0,24.7,7.0,1964-07-13
25.9,20.9,5.0,89.4,89.8,3.3,1.8,9.504,12.4,23.7,7.0,1964-07-14
29.0,20.0,9.0,0.0,82.0,2.0,0.0,8.778,0.0,23.7,7.0,1964-07-15
27.9,21.8,6.1,1.8200000000000003,83.5,1.5,7.8,16.331,53.8,24.2,7.0,1964-07-16
24.2,22.1,2.1,41.8,96.3,2.0,0.0,2.276,0.0,22.8,7.0,1964-07-17
29.0,20.8,8.2,20.5,87.0,1.4,0.8,7.9449999999999985,5.6,24.1,7.0,1964-07-18
28.6,19.6,9.0,0.31,65.0,3.0,11.5,21.268,79.9,23.7,7.0,1964-07-19
28.9,19.3,9.6,3.35,67.3,1.8,3.7,14.198000000000002,25.7,23.9,7.0,1964-07-20
28.7,20.0,8.7,5.25,74.0,1.7,5.0,15.224,35.0,23.8,7.0,1964-07-21
29.0,21.4,7.6,0.5,78.3,2.5,0.7,10.153,4.9,25.3,7.0,1964-07-22
25.0,22.9,2.1,27.0,92.5,2.7,0.0,2.558,0.0,23.9,7.0,1964-07-23
29.8,21.8,8.0,0.1,82.0,1.8,9.6,17.312,67.1,24.8,7.0,1964-07-24
32.1,19.0,13.1,0.27,65.0,1.5,11.7,20.58,82.4,26.1,7.0,1964-07-25
32.4,24.3,8.1,5.14,74.0,1.4,8.8,18.124999999999996,62.0,27.5,7.0,1964-07-26
33.2,24.0,9.2,1.38,73.5,1.6,7.3,15.430000000000001,51.4,28.0,7.0,1964-07-27
33.6,24.0,9.6,0.0,72.0,1.2,7.3,16.268,51.4,28.8,7.0,1964-07-28
30.8,24.4,6.4,6.0,69.0,4.0,2.3,13.669,16.3,27.1,7.0,1964-07-29
28.6,22.7,5.9,33.1,90.0,2.1,0.0,3.94,0.0,24.6,7.0,1964-07-30
30.8,23.7,7.1,3.5099999999999993,78.3,2.0,4.3,12.894,30.5,26.7,7.0,1964-07-31
34.5,23.6,10.9,0.7200000000000001,69.5,1.7,11.4,20.954,81.4,29.3,8.0,1964-08-01
34.4,25.3,9.1,0.04,56.3,5.1,5.8,16.064999999999998,41.4,29.8,8.0,1964-08-02
30.8,25.4,5.4,0.4,66.0,3.8,0.0,9.155,0.0,28.3,8.0,1964-08-03
31.8,25.3,6.5,0.0,77.8,1.8,0.4,8.504999999999999,2.9,27.8,8.0,1964-08-04
32.2,25.4,6.8,0.2,80.8,2.2,5.7,14.433000000000002,41.0,27.8,8.0,1964-08-05
29.5,25.6,3.9,5.0,87.8,3.1,0.0,5.109999999999999,0.0,26.8,8.0,1964-08-06
26.8,24.1,2.7,34.1,90.3,3.6,0.0,2.964,0.0,25.7,8.0,1964-08-07
27.6,23.0,4.6,25.0,91.3,3.5,0.0,4.33,0.0,24.9,8.0,1964-08-08
28.2,23.6,4.6,26.7,94.8,1.2,0.0,4.491,0.0,24.9,8.0,1964-08-09
29.6,24.5,5.1,7.6,87.8,3.5,1.5,7.706,10.9,26.0,8.0,1964-08-10
26.2,22.5,3.7,52.6,91.0,4.3,0.0,3.707,0.0,24.5,8.0,1964-08-11
31.0,24.2,6.8,2.0,82.5,2.6,0.8,8.062000000000001,5.8,26.8,8.0,1964-08-12
33.0,22.6,10.4,4.58,76.3,2.1,8.2,17.553000000000004,59.9,27.1,8.0,1964-08-13
31.2,23.9,7.3,9.43,81.8,2.3,3.7,13.972999999999999,27.2,26.7,8.0,1964-08-14
30.0,24.2,5.8,4.59,83.8,2.6,4.5,12.174999999999999,33.1,26.4,8.0,1964-08-15
27.4,23.6,3.8,0.1,85.5,1.7,0.0,7.010000000000001,0.0,25.4,8.0,1964-08-16
34.4,24.4,10.0,1.16,72.8,1.7,9.2,17.937,68.1,29.3,8.0,1964-08-17
33.7,25.6,8.1,1.6600000000000001,64.8,3.2,9.4,20.413,69.6,29.5,8.0,1964-08-18
34.2,24.6,9.6,0.38,63.5,3.0,7.4,18.996000000000002,55.2,28.3,8.0,1964-08-19
30.9,21.6,9.3,14.2,76.8,2.0,9.4,18.526999999999997,70.1,25.9,8.0,1964-08-20
32.0,22.2,9.8,7.88,72.5,1.6,8.3,18.316,61.9,27.0,8.0,1964-08-21
32.9,23.2,9.7,0.58,62.8,3.3,8.3,20.92,62.4,27.8,8.0,1964-08-22
31.0,24.1,6.9,2.79,58.5,5.3,6.6,18.953999999999997,49.6,26.5,8.0,1964-08-23
24.4,21.4,3.0,0.7,74.8,2.7,0.0,5.021,0.0,23.1,8.0,1964-08-24
29.3,20.9,8.4,6.63,72.5,2.3,7.4,18.206,56.1,24.4,8.0,1964-08-25
29.8,20.4,9.4,2.75,75.0,1.6,8.0,17.732,60.6,24.2,8.0,1964-08-26
29.2,19.9,9.3,8.9,81.0,1.1,2.8,12.87,21.2,23.5,8.0,1964-08-27
29.3,21.5,7.8,0.0,74.8,1.3,4.2,12.693,32.1,25.0,8.0,1964-08-28
30.3,22.4,7.9,2.8,73.0,1.6,4.9,15.377,37.4,25.7,8.0,1964-08-29
30.5,22.7,7.8,1.2899999999999998,75.0,1.7,4.4,12.819999999999999,33.8,25.9,8.0,1964-08-30
24.8,19.2,5.6,40.0,90.5,2.4,0.0,3.4480000000000004,0.0,21.1,8.0,1964-08-31
24.8,20.8,4.0,3.2,91.8,1.9,0.0,4.299,0.0,22.9,9.0,1964-09-01
23.9,22.3,1.6,12.5,93.3,2.0,0.0,3.316,0.0,22.9,9.0,1964-09-02
26.8,20.7,6.1,2.2,93.0,1.6,0.9,7.747999999999999,7.0,22.6,9.0,1964-09-03
24.8,22.6,2.2,116.6,95.3,2.2,0.0,2.167,0.0,23.7,9.0,1964-09-04
29.3,21.2,8.1,5.31,81.5,1.8,6.0,15.046000000000001,46.9,24.1,9.0,1964-09-05
28.0,20.5,7.5,3.9,74.5,1.3,4.2,11.856,32.8,23.7,9.0,1964-09-06
30.0,20.0,10.0,3.8299999999999996,67.8,1.1,8.7,18.563,68.5,24.9,9.0,1964-09-07
22.1,18.6,3.5,40.6,90.5,2.0,0.0,3.372,0.0,20.8,9.0,1964-09-08
26.6,18.5,8.1,0.2,84.0,1.8,3.3,12.407,26.0,21.7,9.0,1964-09-09
28.1,18.5,9.6,13.12,78.0,1.5,9.9,17.853,78.6,22.9,9.0,1964-09-10
28.8,17.8,11.0,3.75,69.3,1.3,8.4,14.193000000000001,66.7,23.5,9.0,1964-09-11
27.3,18.8,8.5,3.1,72.3,2.3,6.1,14.094000000000003,48.8,22.9,9.0,1964-09-12
26.2,21.7,4.5,126.0,89.8,2.4,0.0,2.4869999999999997,0.0,23.1,9.0,1964-09-13
21.7,18.4,3.3,22.2,92.5,1.7,0.0,3.626,0.0,19.0,9.0,1964-09-14
22.0,16.1,5.9,0.0,86.5,1.1,1.1,7.581999999999999,8.9,19.2,9.0,1964-09-15
25.1,14.5,10.6,0.24,63.0,0.7,5.6,10.462,45.2,18.5,9.0,1964-09-16
24.4,13.5,10.9,1.5,73.0,1.8,1.2,9.266000000000002,9.8,18.4,9.0,1964-09-17
18.2,14.3,3.9,33.6,90.0,4.2,0.0,2.832,0.0,16.6,9.0,1964-09-18
22.4,16.1,6.3,0.8,75.5,3.6,0.9,6.33,7.3,18.9,9.0,1964-09-19
23.3,15.4,7.9,3.16,79.8,2.1,4.2,11.438,34.4,18.9,9.0,1964-09-20
24.0,15.1,8.9,1.6800000000000002,67.3,1.0,7.3,13.694999999999999,59.8,18.9,9.0,1964-09-21
23.6,12.6,11.0,0.97,67.0,1.3,10.2,16.296,84.3,17.8,9.0,1964-09-22
25.0,13.1,11.9,3.1100000000000003,57.8,2.9,10.6,17.969,87.6,18.9,9.0,1964-09-23
24.4,13.0,11.4,2.5,56.8,2.0,10.6,17.805,87.6,19.2,9.0,1964-09-24
24.7,12.0,12.7,2.79,72.8,1.8,9.7,13.911999999999997,80.8,18.6,9.0,1964-09-25
23.3,14.3,9.0,10.0,74.5,2.3,2.5,12.232,20.8,18.9,9.0,1964-09-26
18.6,13.2,5.4,6.4,79.3,4.2,0.5,4.4639999999999995,4.2,14.9,9.0,1964-09-27
22.2,12.7,9.5,0.0,67.8,1.7,6.8,11.98,57.1,16.8,9.0,1964-09-28
23.0,11.0,12.0,0.9,67.5,1.7,10.3,15.940000000000001,86.6,17.0,9.0,1964-09-29
24.4,11.2,13.2,1.2399999999999998,69.8,1.6,10.3,15.752,87.3,17.9,9.0,1964-09-30
25.9,12.0,13.9,1.2499999999999998,66.8,0.8,9.3,14.273,78.8,19.0,10.0,1964-10-01
20.8,14.2,6.6,0.0,73.5,1.6,0.0,5.063,0.0,17.8,10.0,1964-10-02
22.2,16.2,6.0,3.34,73.3,1.1,0.0,5.684,0.0,18.4,10.0,1964-10-03
21.4,14.0,7.4,6.0,79.0,1.4,0.0,3.5800000000000005,0.0,17.1,10.0,1964-10-04
20.6,13.4,7.2,23.7,77.0,2.8,2.2,7.522999999999999,19.0,16.3,10.0,1964-10-05
19.9,11.9,8.0,4.03,60.3,1.1,8.7,13.827000000000002,75.0,14.9,10.0,1964-10-06
20.4,10.0,10.4,1.5,61.3,1.2,7.6,12.738000000000001,66.1,14.7,10.0,1964-10-07
18.7,10.3,8.4,2.75,49.5,1.9,9.2,13.992,80.0,13.7,10.0,1964-10-08
17.9,6.8,11.1,1.8599999999999999,60.5,1.4,9.4,12.416,82.5,12.3,10.0,1964-10-09
19.2,5.2,14.0,1.9899999999999998,63.0,1.7,10.3,14.25,90.4,12.1,10.0,1964-10-10
22.0,6.3,15.7,1.54,62.3,1.3,10.3,13.271,90.4,14.3,10.0,1964-10-11
22.7,11.2,11.5,0.7,60.8,1.1,6.6,11.529,58.4,16.8,10.0,1964-10-12
19.9,14.6,5.3,0.0,77.0,0.7,0.0,3.9659999999999997,0.0,16.7,10.0,1964-10-13
25.2,11.9,13.3,1.1,70.8,1.1,9.9,15.646,88.4,17.9,10.0,1964-10-14
25.1,13.9,11.2,1.8999999999999997,64.5,1.2,9.7,13.660999999999998,86.6,19.1,10.0,1964-10-15
24.2,14.2,10.0,1.6,75.5,1.4,4.4,10.367,39.3,17.9,10.0,1964-10-16
20.1,11.7,8.4,0.5,71.3,2.2,8.3,12.333,74.8,15.2,10.0,1964-10-17
19.8,10.4,9.4,0.8500000000000002,60.8,1.6,5.1,8.667,45.9,14.5,10.0,1964-10-18
17.5,11.0,6.5,5.78,69.0,1.7,0.7,5.923,6.3,13.7,10.0,1964-10-19
13.7,11.8,1.9,8.6,83.5,1.3,0.0,2.4610000000000003,0.0,12.3,10.0,1964-10-20
16.9,9.0,7.9,4.11,75.5,1.1,5.4,7.778999999999999,49.1,12.0,10.0,1964-10-21
17.4,8.8,8.6,1.9899999999999998,56.0,0.9,1.8,6.467999999999999,16.5,11.6,10.0,1964-10-22
13.2,4.6,8.6,1.64,45.0,1.3,5.8,10.008999999999999,53.2,9.7,10.0,1964-10-23
13.7,2.0,11.7,0.07,36.8,1.6,10.0,13.545999999999998,91.7,7.7,10.0,1964-10-24
14.0,1.1,12.9,1.6199999999999999,53.8,0.8,8.2,9.247,75.9,7.7,10.0,1964-10-25
18.5,1.8,16.7,0.9299999999999999,51.0,0.9,9.4,11.48,87.0,10.0,10.0,1964-10-26
19.7,4.8,14.9,1.04,47.8,0.8,9.8,14.2,90.7,11.8,10.0,1964-10-27
19.4,7.7,11.7,2.1599999999999997,66.8,1.4,7.6,10.503,71.0,13.1,10.0,1964-10-28
17.1,6.3,10.8,1.04,69.0,1.4,8.0,9.665000000000001,74.8,11.0,10.0,1964-10-29
15.3,4.2,11.1,1.21,69.3,1.1,8.9,11.810999999999998,83.2,9.4,10.0,1964-10-30
14.2,5.7,8.5,0.2,71.8,1.3,0.0,3.283,0.0,10.4,10.0,1964-10-31
13.4,4.5,8.9,3.5,62.3,2.8,8.6,10.329,81.1,9.8,11.0,1964-11-01
13.6,1.9,11.7,0.74,57.5,1.2,9.1,12.169,86.7,7.5,11.0,1964-11-02
14.5,3.3,11.2,1.69,64.3,1.3,1.3,4.521,12.4,8.8,11.0,1964-11-03
14.4,7.2,7.2,0.6,75.3,0.9,0.0,2.759,0.0,10.2,11.0,1964-11-04
14.8,6.2,8.6,1.8,69.8,1.1,4.0,6.539,38.5,10.4,11.0,1964-11-05
12.2,3.3,8.9,0.6199999999999999,49.0,0.7,9.2,10.762,88.5,7.3,11.0,1964-11-06
13.2,4.2,9.0,0.5900000000000001,64.0,0.3,6.7,8.686,64.4,8.0,11.0,1964-11-07
14.8,2.3,12.5,2.42,54.8,0.5,8.1,9.482000000000001,78.6,8.5,11.0,1964-11-08
15.0,8.3,6.7,0.0,58.5,0.4,3.4,6.798,33.0,10.7,11.0,1964-11-09
15.6,6.6,9.0,1.2,75.3,0.4,7.2,10.026999999999997,69.9,10.1,11.0,1964-11-10
8.6,4.6,4.0,17.9,88.5,0.6,0.0,1.7570000000000001,0.0,6.4,11.0,1964-11-11
6.6,-0.2,6.8,1.48,66.3,1.4,6.5,6.965999999999999,63.7,2.9,11.0,1964-11-12
5.1,-0.7,5.8,0.2,71.3,2.0,3.1,5.708,30.4,1.6,11.0,1964-11-13
6.3,-0.8,7.1,0.85,67.3,3.7,3.4,4.8309999999999995,33.7,2.3,11.0,1964-11-14
9.7,0.0,9.7,2.21,69.0,1.3,7.6,6.883,75.2,3.8,11.0,1964-11-15
10.8,-1.0,11.8,1.41,68.3,1.4,8.9,9.734,88.1,4.4,11.0,1964-11-16
